               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.026105,           0.0021191,                   0,             0.99994,                   1,               0.995,             0.93773,           0.0066225,          0.00070319,                   0,           0.0018215,           0.0018215,           0.0018215
                 150,            0.026074,           0.0020023,                   0,             0.99998,                   1,               0.995,             0.93451,            0.006474,          0.00069374,                   0,           0.0018067,           0.0018067,           0.0018067
                 151,            0.025319,            0.001958,                   0,             0.99997,                   1,               0.995,               0.898,           0.0078631,           0.0007202,                   0,            0.001792,            0.001792,            0.001792
                 152,            0.026251,           0.0020127,                   0,             0.99999,                   1,               0.995,             0.91996,           0.0068267,          0.00068934,                   0,           0.0017773,           0.0017773,           0.0017773
                 153,            0.024463,           0.0019612,                   0,             0.99999,                   1,               0.995,              0.9304,           0.0064316,          0.00068435,                   0,           0.0017625,           0.0017625,           0.0017625
                 154,            0.025208,           0.0019351,                   0,             0.99999,                   1,               0.995,             0.92992,           0.0064857,          0.00067783,                   0,           0.0017478,           0.0017478,           0.0017478
                 155,            0.024852,            0.001964,                   0,                   1,                   1,               0.995,             0.93964,           0.0063137,          0.00068856,                   0,            0.001733,            0.001733,            0.001733
                 156,            0.025942,           0.0018984,                   0,                   1,             0.99998,               0.995,             0.93264,           0.0065781,          0.00066902,                   0,           0.0017183,           0.0017183,           0.0017183
                 157,            0.024143,           0.0018989,                   0,             0.99999,                   1,               0.995,             0.95607,           0.0058884,          0.00065085,                   0,           0.0017036,           0.0017036,           0.0017036
                 158,            0.025922,           0.0018983,                   0,             0.99998,                   1,               0.995,             0.92509,           0.0066949,          0.00065435,                   0,           0.0016889,           0.0016889,           0.0016889
                 159,            0.026608,           0.0018424,                   0,                   1,             0.99998,               0.995,             0.93042,            0.006624,          0.00066736,                   0,           0.0016742,           0.0016742,           0.0016742
                 160,            0.027265,            0.001926,                   0,             0.99992,                   1,               0.995,             0.95288,           0.0058837,          0.00064418,                   0,           0.0016595,           0.0016595,           0.0016595
                 161,            0.024835,           0.0019513,                   0,             0.99995,                   1,               0.995,             0.91916,           0.0071989,          0.00067258,                   0,           0.0016448,           0.0016448,           0.0016448
                 162,             0.02613,           0.0017967,                   0,                   1,             0.99998,               0.995,             0.89647,           0.0077267,          0.00067556,                   0,           0.0016302,           0.0016302,           0.0016302
                 163,            0.023251,           0.0018622,                   0,             0.99998,                   1,               0.995,             0.91196,           0.0078474,          0.00068206,                   0,           0.0016155,           0.0016155,           0.0016155
                 164,            0.024739,           0.0018642,                   0,             0.99496,                   1,               0.995,             0.91519,           0.0070892,          0.00068035,                   0,           0.0016009,           0.0016009,           0.0016009
                 165,              0.0235,           0.0018618,                   0,                   1,                   1,               0.995,             0.93424,           0.0062923,          0.00065831,                   0,           0.0015863,           0.0015863,           0.0015863
                 166,            0.025879,            0.001848,                   0,             0.99497,                   1,             0.99455,             0.94063,           0.0061272,          0.00063366,                   0,           0.0015717,           0.0015717,           0.0015717
                 167,            0.024902,           0.0018079,                   0,             0.99998,                   1,               0.995,             0.92012,           0.0067701,           0.0006411,                   0,           0.0015572,           0.0015572,           0.0015572
                 168,            0.027667,           0.0018646,                   0,             0.99999,                   1,               0.995,             0.94184,           0.0064456,           0.0006273,                   0,           0.0015427,           0.0015427,           0.0015427
                 169,            0.024062,           0.0018044,                   0,             0.99999,                   1,               0.995,             0.94967,           0.0057738,          0.00063225,                   0,           0.0015282,           0.0015282,           0.0015282
                 170,            0.025654,           0.0017788,                   0,                   1,                   1,               0.995,             0.94336,           0.0064637,          0.00061595,                   0,           0.0015137,           0.0015137,           0.0015137
                 171,            0.023767,           0.0017311,                   0,                   1,             0.99494,               0.995,             0.89155,           0.0082949,          0.00066708,                   0,           0.0014993,           0.0014993,           0.0014993
                 172,            0.025039,           0.0017274,                   0,             0.99999,                   1,               0.995,             0.94275,           0.0066067,           0.0006129,                   0,           0.0014849,           0.0014849,           0.0014849
                 173,            0.024515,            0.001819,                   0,             0.99999,                   1,               0.995,             0.92751,           0.0064445,          0.00060301,                   0,           0.0014705,           0.0014705,           0.0014705
                 174,            0.025221,           0.0017203,                   0,             0.99999,                   1,               0.995,             0.95063,            0.006265,          0.00058212,                   0,           0.0014561,           0.0014561,           0.0014561
                 175,            0.024567,           0.0017972,                   0,             0.99999,                   1,               0.995,             0.93524,           0.0067913,           0.0005908,                   0,           0.0014418,           0.0014418,           0.0014418
                 176,            0.024174,           0.0017267,                   0,                   1,                   1,               0.995,             0.95246,           0.0057943,          0.00057527,                   0,           0.0014276,           0.0014276,           0.0014276
                 177,            0.024595,           0.0017117,                   0,                   1,                   1,               0.995,             0.90685,           0.0077579,          0.00059586,                   0,           0.0014134,           0.0014134,           0.0014134
                 178,            0.025035,           0.0017472,                   0,                   1,                   1,               0.995,              0.9168,           0.0073831,          0.00058614,                   0,           0.0013992,           0.0013992,           0.0013992
                 179,            0.024638,            0.001671,                   0,             0.99998,                   1,               0.995,                0.94,           0.0061855,          0.00056889,                   0,            0.001385,            0.001385,            0.001385
                 180,            0.024769,           0.0017039,                   0,                   1,                   1,               0.995,              0.9175,           0.0074801,          0.00061139,                   0,            0.001371,            0.001371,            0.001371
                 181,            0.024766,           0.0017057,                   0,             0.99999,                   1,               0.995,             0.92316,           0.0066957,          0.00061157,                   0,           0.0013569,           0.0013569,           0.0013569
                 182,            0.024466,           0.0016161,                   0,                   1,             0.98985,              0.9948,             0.89049,           0.0087615,          0.00065114,                   0,           0.0013429,           0.0013429,           0.0013429
                 183,            0.024833,           0.0017996,                   0,             0.99999,                   1,               0.995,             0.91738,           0.0068206,          0.00058645,                   0,            0.001329,            0.001329,            0.001329
                 184,             0.02362,           0.0016834,                   0,             0.99998,                   1,               0.995,             0.92777,           0.0066898,           0.0005847,                   0,           0.0013151,           0.0013151,           0.0013151
                 185,            0.024021,           0.0017621,                   0,             0.99479,              0.9697,             0.97518,             0.88302,            0.008675,          0.00067027,                   0,           0.0013012,           0.0013012,           0.0013012
                 186,            0.024809,           0.0017266,                   0,             0.99997,                   1,               0.995,             0.92215,            0.007325,          0.00060419,                   0,           0.0012874,           0.0012874,           0.0012874
                 187,            0.025594,           0.0017767,                   0,                   1,             0.99998,               0.995,              0.9405,           0.0062726,          0.00058703,                   0,           0.0012737,           0.0012737,           0.0012737
                 188,              0.0238,           0.0016543,                   0,             0.99496,                   1,             0.99435,             0.94198,           0.0061085,          0.00056473,                   0,             0.00126,             0.00126,             0.00126
                 189,            0.024605,           0.0016633,                   0,             0.99999,                   1,               0.995,             0.93226,           0.0066539,          0.00055431,                   0,           0.0012464,           0.0012464,           0.0012464
                 190,            0.025788,           0.0017317,                   0,                   1,                   1,               0.995,             0.92621,           0.0071853,          0.00054706,                   0,           0.0012328,           0.0012328,           0.0012328
                 191,            0.025469,           0.0016323,                   0,             0.99999,                   1,               0.995,             0.93993,           0.0063156,          0.00054851,                   0,           0.0012193,           0.0012193,           0.0012193
                 192,            0.024581,           0.0017282,                   0,             0.99999,                   1,               0.995,             0.94808,           0.0062088,          0.00053836,                   0,           0.0012059,           0.0012059,           0.0012059
                 193,            0.022356,           0.0015102,                   0,                   1,                   1,               0.995,             0.93998,           0.0063646,          0.00053779,                   0,           0.0011925,           0.0011925,           0.0011925
                 194,             0.02321,           0.0015473,                   0,                   1,                   1,               0.995,             0.92346,           0.0068292,           0.0005481,                   0,           0.0011792,           0.0011792,           0.0011792
                 195,            0.026239,           0.0016697,                   0,             0.98906,             0.91414,             0.94979,             0.83865,            0.011477,          0.00074488,                   0,            0.001166,            0.001166,            0.001166
                 196,            0.024663,            0.001648,                   0,                   1,             0.99999,               0.995,             0.90985,           0.0076231,          0.00055441,                   0,           0.0011528,           0.0011528,           0.0011528
                 197,            0.025213,           0.0016104,                   0,             0.99999,                   1,               0.995,             0.92901,           0.0071984,          0.00054428,                   0,           0.0011397,           0.0011397,           0.0011397
                 198,            0.024914,           0.0016313,                   0,             0.99999,                   1,               0.995,             0.94372,           0.0060838,            0.000518,                   0,           0.0011266,           0.0011266,           0.0011266
                 199,            0.025244,           0.0015954,                   0,             0.99999,                   1,               0.995,             0.95257,            0.005894,           0.0005138,                   0,           0.0011137,           0.0011137,           0.0011137
                 200,            0.023964,           0.0015689,                   0,             0.99998,                   1,               0.995,             0.95842,           0.0059926,           0.0005029,                   0,           0.0011008,           0.0011008,           0.0011008
                 201,             0.02315,           0.0016044,                   0,                   1,                   1,               0.995,             0.95725,           0.0056432,           0.0005027,                   0,            0.001088,            0.001088,            0.001088
                 202,            0.023021,           0.0015959,                   0,             0.99998,                   1,               0.995,             0.95186,           0.0056961,          0.00049305,                   0,           0.0010753,           0.0010753,           0.0010753
                 203,            0.022542,           0.0015657,                   0,             0.99996,                   1,               0.995,             0.94843,           0.0061588,          0.00051441,                   0,           0.0010626,           0.0010626,           0.0010626
                 204,            0.022522,           0.0016113,                   0,             0.99993,                   1,               0.995,             0.95431,           0.0059092,           0.0004977,                   0,             0.00105,             0.00105,             0.00105
                 205,            0.020964,           0.0014901,                   0,                   1,             0.99997,               0.995,             0.95231,           0.0056341,          0.00048439,                   0,           0.0010376,           0.0010376,           0.0010376
                 206,            0.022706,            0.001499,                   0,                   1,                   1,               0.995,             0.95341,           0.0055717,          0.00048606,                   0,           0.0010251,           0.0010251,           0.0010251
                 207,            0.022924,           0.0015041,                   0,             0.99999,                   1,               0.995,             0.96056,           0.0056649,          0.00047886,                   0,           0.0010128,           0.0010128,           0.0010128
                 208,            0.024638,           0.0015644,                   0,             0.99999,                   1,               0.995,             0.95566,           0.0056963,          0.00048109,                   0,           0.0010006,           0.0010006,           0.0010006
                 209,            0.022954,           0.0014985,                   0,             0.99999,                   1,               0.995,             0.95738,           0.0057567,          0.00048011,                   0,          0.00098844,          0.00098844,          0.00098844
                 210,            0.023545,           0.0015564,                   0,                   1,                   1,               0.995,             0.94204,            0.006333,          0.00050127,                   0,          0.00097637,          0.00097637,          0.00097637
                 211,            0.022359,           0.0014956,                   0,                   1,                   1,               0.995,             0.95247,           0.0061078,          0.00050073,                   0,           0.0009644,           0.0009644,           0.0009644
                 212,            0.023531,           0.0015607,                   0,                   1,                   1,               0.995,             0.95113,           0.0057732,          0.00047708,                   0,          0.00095252,          0.00095252,          0.00095252
                 213,            0.022076,           0.0015321,                   0,                   1,                   1,               0.995,             0.95673,           0.0057828,          0.00046656,                   0,          0.00094072,          0.00094072,          0.00094072
                 214,            0.021056,           0.0014482,                   0,             0.99999,                   1,               0.995,               0.954,           0.0056076,          0.00046522,                   0,          0.00092903,          0.00092903,          0.00092903
                 215,             0.02161,            0.001462,                   0,                   1,                   1,               0.995,             0.96148,           0.0056164,          0.00046502,                   0,          0.00091742,          0.00091742,          0.00091742
                 216,            0.020006,           0.0014954,                   0,                   1,                   1,               0.995,              0.9579,           0.0063142,          0.00049582,                   0,          0.00090592,          0.00090592,          0.00090592
                 217,            0.022419,           0.0014688,                   0,             0.99999,                   1,               0.995,              0.9621,           0.0055978,          0.00045608,                   0,          0.00089451,          0.00089451,          0.00089451
                 218,            0.021843,           0.0013969,                   0,             0.99999,                   1,               0.995,             0.95001,           0.0059534,          0.00048095,                   0,           0.0008832,           0.0008832,           0.0008832
                 219,            0.021137,           0.0014432,                   0,                   1,                   1,               0.995,             0.95681,           0.0060852,          0.00048565,                   0,          0.00087198,          0.00087198,          0.00087198
                 220,            0.020557,           0.0014817,                   0,             0.99999,                   1,               0.995,             0.95636,           0.0058392,          0.00047356,                   0,          0.00086087,          0.00086087,          0.00086087
                 221,            0.023079,           0.0013823,                   0,                   1,                   1,               0.995,             0.96229,           0.0055814,          0.00045604,                   0,          0.00084986,          0.00084986,          0.00084986
                 222,            0.023401,           0.0014082,                   0,             0.99999,                   1,               0.995,             0.96168,           0.0056063,          0.00047207,                   0,          0.00083896,          0.00083896,          0.00083896
                 223,            0.020966,           0.0014732,                   0,             0.99999,                   1,               0.995,             0.95455,           0.0058314,          0.00045093,                   0,          0.00082816,          0.00082816,          0.00082816
                 224,            0.021951,           0.0014014,                   0,             0.99999,                   1,               0.995,             0.95952,           0.0056408,          0.00045576,                   0,          0.00081746,          0.00081746,          0.00081746
                 225,            0.022525,           0.0014022,                   0,                   1,                   1,               0.995,             0.95463,           0.0053253,          0.00044492,                   0,          0.00080687,          0.00080687,          0.00080687
                 226,            0.020742,           0.0014242,                   0,             0.99999,                   1,               0.995,             0.95947,             0.00558,          0.00045095,                   0,          0.00079639,          0.00079639,          0.00079639
                 227,            0.021838,           0.0014454,                   0,             0.99999,                   1,               0.995,             0.94815,           0.0060062,          0.00045996,                   0,          0.00078602,          0.00078602,          0.00078602
                 228,            0.023499,           0.0014228,                   0,             0.99998,                   1,               0.995,             0.96033,           0.0054516,          0.00043321,                   0,          0.00077576,          0.00077576,          0.00077576
                 229,            0.021806,           0.0014605,                   0,                   1,                   1,               0.995,             0.95815,           0.0054851,          0.00042415,                   0,          0.00076561,          0.00076561,          0.00076561
                 230,            0.019954,           0.0014008,                   0,                   1,                   1,               0.995,             0.96316,           0.0054989,           0.0004303,                   0,          0.00075558,          0.00075558,          0.00075558
                 231,            0.022012,           0.0013833,                   0,             0.99998,                   1,               0.995,             0.95888,           0.0056267,          0.00043752,                   0,          0.00074565,          0.00074565,          0.00074565
                 232,            0.020801,           0.0013843,                   0,             0.99999,                   1,               0.995,             0.94984,            0.005867,          0.00046107,                   0,          0.00073584,          0.00073584,          0.00073584
                 233,            0.020428,           0.0013916,                   0,                   1,             0.99998,               0.995,             0.95848,           0.0056068,          0.00044002,                   0,          0.00072615,          0.00072615,          0.00072615
                 234,            0.020904,           0.0014239,                   0,             0.99999,                   1,               0.995,              0.9583,            0.005496,          0.00042844,                   0,          0.00071658,          0.00071658,          0.00071658
                 235,            0.020435,           0.0013868,                   0,             0.99999,                   1,               0.995,             0.95916,           0.0054175,          0.00041697,                   0,          0.00070712,          0.00070712,          0.00070712
                 236,            0.018373,           0.0013894,                   0,                   1,                   1,               0.995,             0.95946,           0.0053089,           0.0004099,                   0,          0.00069778,          0.00069778,          0.00069778
                 237,            0.021266,           0.0013618,                   0,             0.99999,                   1,               0.995,             0.95857,           0.0054368,          0.00042676,                   0,          0.00068856,          0.00068856,          0.00068856
                 238,            0.020823,           0.0014179,                   0,             0.99999,                   1,               0.995,             0.96485,           0.0052557,          0.00041692,                   0,          0.00067946,          0.00067946,          0.00067946
                 239,             0.02027,            0.001368,                   0,             0.99998,                   1,               0.995,             0.95799,           0.0055665,            0.000437,                   0,          0.00067049,          0.00067049,          0.00067049
                 240,            0.019011,           0.0013718,                   0,             0.99998,                   1,               0.995,             0.95908,           0.0056666,          0.00042823,                   0,          0.00066163,          0.00066163,          0.00066163
                 241,            0.020271,           0.0013421,                   0,             0.99999,                   1,               0.995,             0.95739,           0.0055256,          0.00042696,                   0,           0.0006529,           0.0006529,           0.0006529
                 242,            0.018936,            0.001304,                   0,             0.99999,                   1,               0.995,             0.95838,           0.0055662,          0.00043318,                   0,           0.0006443,           0.0006443,           0.0006443
                 243,            0.022284,           0.0014024,                   0,             0.99999,                   1,               0.995,             0.96162,           0.0053311,          0.00041516,                   0,          0.00063582,          0.00063582,          0.00063582
                 244,            0.019743,           0.0013723,                   0,             0.99999,                   1,               0.995,             0.96641,           0.0050744,          0.00040437,                   0,          0.00062747,          0.00062747,          0.00062747
                 245,            0.019822,           0.0014192,                   0,             0.99999,                   1,               0.995,             0.96277,           0.0052593,           0.0004091,                   0,          0.00061925,          0.00061925,          0.00061925
                 246,            0.021411,           0.0013612,                   0,             0.99999,                   1,               0.995,             0.95732,            0.005315,          0.00041826,                   0,          0.00061115,          0.00061115,          0.00061115
                 247,            0.020815,           0.0013905,                   0,             0.99999,                   1,               0.995,              0.9569,           0.0053229,          0.00041574,                   0,          0.00060319,          0.00060319,          0.00060319
                 248,            0.021884,           0.0013887,                   0,             0.99999,                   1,               0.995,             0.94724,           0.0065852,          0.00047795,                   0,          0.00059535,          0.00059535,          0.00059535
                 249,            0.021273,           0.0014053,                   0,             0.99999,                   1,               0.995,             0.93301,           0.0069642,          0.00050595,                   0,          0.00058765,          0.00058765,          0.00058765
                 250,            0.021637,           0.0013848,                   0,             0.99999,                   1,               0.995,             0.95562,            0.005982,          0.00044815,                   0,          0.00058008,          0.00058008,          0.00058008
                 251,            0.020598,           0.0013348,                   0,             0.99999,                   1,               0.995,             0.94667,           0.0064678,          0.00045826,                   0,          0.00057264,          0.00057264,          0.00057264
                 252,            0.020861,           0.0014053,                   0,             0.99998,                   1,               0.995,             0.95183,           0.0060903,          0.00043836,                   0,          0.00056533,          0.00056533,          0.00056533
                 253,            0.022093,            0.001305,                   0,             0.99999,                   1,               0.995,              0.9562,           0.0057184,          0.00040929,                   0,          0.00055816,          0.00055816,          0.00055816
                 254,            0.020124,           0.0013006,                   0,                   1,                   1,               0.995,             0.96558,           0.0053568,          0.00039397,                   0,          0.00055112,          0.00055112,          0.00055112
                 255,            0.021258,           0.0013698,                   0,             0.99999,                   1,               0.995,             0.97156,           0.0050757,          0.00039624,                   0,          0.00054423,          0.00054423,          0.00054423
                 256,            0.020268,           0.0013379,                   0,             0.99999,                   1,               0.995,             0.96779,           0.0052156,          0.00039418,                   0,          0.00053746,          0.00053746,          0.00053746
                 257,            0.021931,           0.0013704,                   0,             0.99999,                   1,               0.995,              0.9617,           0.0055954,          0.00041289,                   0,          0.00053084,          0.00053084,          0.00053084
                 258,            0.020147,           0.0013755,                   0,             0.99999,                   1,               0.995,             0.95534,           0.0057225,          0.00040843,                   0,          0.00052435,          0.00052435,          0.00052435
                 259,            0.018663,           0.0012544,                   0,             0.99999,                   1,               0.995,             0.96531,           0.0055917,          0.00040582,                   0,            0.000518,            0.000518,            0.000518
                 260,            0.020504,           0.0012996,                   0,             0.99999,                   1,               0.995,             0.96314,           0.0052225,          0.00038735,                   0,           0.0005118,           0.0005118,           0.0005118
                 261,            0.020633,           0.0013379,                   0,                   1,                   1,               0.995,             0.95541,           0.0054214,          0.00039486,                   0,          0.00050573,          0.00050573,          0.00050573
                 262,            0.021783,           0.0013884,                   0,             0.99998,                   1,               0.995,             0.95352,           0.0055283,          0.00040113,                   0,           0.0004998,           0.0004998,           0.0004998
                 263,            0.017758,            0.001325,                   0,             0.99999,                   1,               0.995,             0.95901,           0.0054804,          0.00039858,                   0,          0.00049402,          0.00049402,          0.00049402
                 264,            0.019379,           0.0013263,                   0,             0.99999,                   1,               0.995,             0.96252,           0.0055152,          0.00040641,                   0,          0.00048837,          0.00048837,          0.00048837
                 265,            0.019763,             0.00129,                   0,             0.99999,                   1,               0.995,              0.9541,           0.0054308,          0.00039879,                   0,          0.00048287,          0.00048287,          0.00048287
                 266,            0.020483,           0.0013522,                   0,             0.99999,                   1,               0.995,             0.96131,           0.0054077,          0.00038587,                   0,          0.00047752,          0.00047752,          0.00047752
                 267,            0.020964,           0.0013188,                   0,             0.99999,                   1,               0.995,             0.96335,           0.0054223,          0.00038942,                   0,          0.00047231,          0.00047231,          0.00047231
                 268,            0.021341,           0.0013372,                   0,             0.99999,                   1,               0.995,             0.95562,           0.0055203,          0.00039731,                   0,          0.00046724,          0.00046724,          0.00046724
                 269,            0.018509,           0.0012273,                   0,                   1,                   1,               0.995,             0.95253,           0.0057093,          0.00042039,                   0,          0.00046232,          0.00046232,          0.00046232
                 270,            0.020796,            0.001318,                   0,             0.99999,                   1,               0.995,             0.95724,            0.005691,          0.00043202,                   0,          0.00045754,          0.00045754,          0.00045754
                 271,            0.022045,           0.0012647,                   0,                   1,                   1,               0.995,             0.96076,           0.0053682,          0.00038904,                   0,          0.00045291,          0.00045291,          0.00045291
                 272,            0.020101,           0.0013039,                   0,             0.99999,                   1,               0.995,             0.96253,           0.0053212,          0.00038399,                   0,          0.00044843,          0.00044843,          0.00044843
                 273,            0.020595,           0.0012558,                   0,                   1,                   1,               0.995,             0.95658,           0.0055855,          0.00039277,                   0,          0.00044409,          0.00044409,          0.00044409
                 274,            0.021973,           0.0013286,                   0,                   1,                   1,               0.995,             0.95717,           0.0054819,          0.00038155,                   0,          0.00043991,          0.00043991,          0.00043991
                 275,            0.019501,           0.0012881,                   0,             0.99999,                   1,               0.995,             0.96465,            0.005358,          0.00037588,                   0,          0.00043587,          0.00043587,          0.00043587
                 276,            0.018198,           0.0012694,                   0,                   1,                   1,               0.995,             0.95938,           0.0056244,           0.0003875,                   0,          0.00043198,          0.00043198,          0.00043198
                 277,            0.020541,           0.0013224,                   0,                   1,                   1,               0.995,             0.94922,           0.0061772,          0.00042937,                   0,          0.00042823,          0.00042823,          0.00042823
                 278,            0.020707,           0.0012755,                   0,                   1,                   1,               0.995,             0.95653,           0.0057798,          0.00041366,                   0,          0.00042464,          0.00042464,          0.00042464
                 279,            0.020848,           0.0013796,                   0,             0.99999,                   1,               0.995,             0.95757,           0.0055791,           0.0003824,                   0,           0.0004212,           0.0004212,           0.0004212
                 280,             0.01931,           0.0013336,                   0,             0.99999,                   1,               0.995,             0.95022,           0.0058973,          0.00039713,                   0,          0.00041791,          0.00041791,          0.00041791
                 281,            0.022683,           0.0013241,                   0,                   1,                   1,               0.995,             0.97284,            0.005179,          0.00037842,                   0,          0.00041477,          0.00041477,          0.00041477
                 282,             0.02149,           0.0013657,                   0,                   1,                   1,               0.995,             0.96501,           0.0052988,          0.00037789,                   0,          0.00041178,          0.00041178,          0.00041178
                 283,             0.02024,           0.0012859,                   0,             0.99998,                   1,               0.995,              0.9558,           0.0058125,          0.00040011,                   0,          0.00040894,          0.00040894,          0.00040894
                 284,            0.021088,           0.0013061,                   0,             0.99999,                   1,               0.995,             0.96011,           0.0052889,          0.00038948,                   0,          0.00040625,          0.00040625,          0.00040625
                 285,            0.020678,           0.0013184,                   0,             0.99999,                   1,               0.995,             0.96571,            0.005093,          0.00037798,                   0,          0.00040372,          0.00040372,          0.00040372
                 286,            0.020005,           0.0013122,                   0,             0.99998,                   1,               0.995,             0.95544,           0.0054374,          0.00039713,                   0,          0.00040133,          0.00040133,          0.00040133
                 287,            0.019919,           0.0012939,                   0,             0.99999,                   1,               0.995,             0.96573,           0.0051305,           0.0003774,                   0,           0.0003991,           0.0003991,           0.0003991
                 288,             0.01929,           0.0013417,                   0,             0.99999,                   1,               0.995,             0.96332,           0.0050676,          0.00037546,                   0,          0.00039703,          0.00039703,          0.00039703
                 289,            0.022975,           0.0013224,                   0,             0.99999,                   1,               0.995,             0.95923,            0.005497,          0.00039565,                   0,           0.0003951,           0.0003951,           0.0003951
                 290,            0.020279,            0.001344,                   0,             0.99998,                   1,               0.995,             0.95514,           0.0056096,          0.00042718,                   0,          0.00039333,          0.00039333,          0.00039333
                 291,            0.019637,           0.0012674,                   0,             0.99999,                   1,               0.995,             0.95501,           0.0055285,          0.00042144,                   0,          0.00039171,          0.00039171,          0.00039171
                 292,            0.020089,           0.0013408,                   0,             0.99999,                   1,               0.995,             0.96452,           0.0052405,           0.0003742,                   0,          0.00039025,          0.00039025,          0.00039025
                 293,            0.019537,           0.0013574,                   0,                   1,                   1,               0.995,             0.97274,           0.0052239,          0.00037677,                   0,          0.00038894,          0.00038894,          0.00038894
                 294,            0.021262,           0.0013052,                   0,             0.99999,                   1,               0.995,             0.97339,           0.0052626,          0.00037697,                   0,          0.00038778,          0.00038778,          0.00038778
                 295,             0.01988,           0.0013079,                   0,                   1,                   1,               0.995,             0.96207,           0.0054688,          0.00038498,                   0,          0.00038678,          0.00038678,          0.00038678
                 296,            0.019315,           0.0012962,                   0,                   1,                   1,               0.995,             0.96053,           0.0053801,          0.00037925,                   0,          0.00038593,          0.00038593,          0.00038593
                 297,            0.019647,           0.0012827,                   0,             0.99999,                   1,               0.995,              0.9612,           0.0055338,          0.00038026,                   0,          0.00038524,          0.00038524,          0.00038524
                 298,            0.019287,           0.0012205,                   0,             0.99999,                   1,               0.995,             0.96758,           0.0053517,          0.00037652,                   0,          0.00038469,          0.00038469,          0.00038469
                 299,             0.01998,           0.0013186,                   0,                   1,                   1,               0.995,              0.9694,           0.0052192,          0.00037679,                   0,          0.00038431,          0.00038431,          0.00038431
